Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Value_co2_emissions_kt_by_country,gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2)
Nicaragua,2014,81.85307,49.3,53.02,2.07,0.0,2.28,52.413795,4173.7993,4760.000229,4.785847059,1934.062922,55,130370.0
Nicaragua,2019,88.05833,55.1,50.71,2.17,0.0,2.31,51.5625,4225.4365,5239.999771,-3.674794578,1926.699694,55,130370.0
Niger,2014,15.770542,1.6,78.08,0.41,0.0,0.01,2.3809524,506.64435,2150.000095,6.642136654,564.5967488,19,1267000.0
Niger,2019,18.974571,2.3,80.83,0.56,0.0,0.05,8.196721,468.4848,2150.000095,5.941396863,554.0993893,19,1267000.0
Nigeria,2014,54.04823,4.2,80.64,25.26,0.0,5.34,17.45098,2707.8645,114830.0018,6.309718656,3098.985791,226,923768.0
Nigeria,2019,55.4,12.9,81.4,23.16,0.0,8.49,26.824644,2482.8318,115279.9988,2.208429277,2229.858652,226,923768.0
North Macedonia,2014,100.0,72.3,21.19,4.09,0.0,1.29,23.977695,13282.878,7699.999809,3.629123513,5495.735049,83,25713.0
North Macedonia,2019,100.0,77.3,16.32,4.53,0.0,1.34,22.82794,14689.626,8300.000191,3.910419538,6070.388054,83,25713.0
Norway,2014,100.0,100.0,56.9,3.0,0.0,137.94,97.87143,105633.75,39110.00061,1.969544301,97019.18275,15,323802.0
Norway,2019,100.0,100.0,62.37,2.76,0.0,131.07,97.93769,96392.5,35950.00076,0.745798219,75719.7529,15,323802.0
Oman,2014,100.0,100.0,0.0,27.38,0.0,0.0,0.0,78766.81,66389.99939,1.292252294,23017.93398,16,309500.0
Oman,2019,100.0,100.0,0.0,36.03,0.0,0.02,0.055478502,81070.86,76029.99878,-1.129206457,17700.70349,16,309500.0
Pakistan,2014,71.22474,41.0,47.22,68.28,4.58,34.48,36.38905,3725.9507,154240.0055,4.674707981,1251.175719,287,796095.0
Pakistan,2019,74.12769,47.8,43.36,86.44,9.07,40.52,36.455193,4400.1157,190570.0073,1.144749605,1288.556325,287,796095.0
Panama,2014,91.43664,87.6,19.78,3.16,0.0,5.19,62.155685,26454.377,10760.00023,5.06661313,12796.07403,58,75420.0
Panama,2019,95.81633,87.6,18.91,4.15,0.0,6.24,60.057747,27875.5,13340.00015,2.979715461,15774.25494,58,75420.0
Papua New Guinea,2014,40.05049,8.5,56.82,2.53,0.0,1.49,37.06468,2816.4016,5889.999866,13.54377062,2920.782986,20,462840.0
Papua New Guinea,2019,59.662975,9.1,53.09,3.16,0.0,1.28,28.828829,3159.5166,7579.999924,4.480430608,2820.306397,20,462840.0
Paraguay,2014,99.00072,64.3,62.54,0.04,0.0,54.83,99.9271,21944.45,5630.000114,5.301238592,6118.31811,18,406752.0
Paraguay,2019,99.7,68.0,60.09,0.07,0.0,48.99,99.857315,19903.92,8210.000038,-0.401855101,5380.963322,18,406752.0
Peru,2014,92.91999,73.7,28.56,20.41,0.0,23.06,53.048077,8856.475,53169.99817,2.382157372,6672.877373,26,1285216.0
Peru,2019,95.55136,83.25,27.12,22.16,0.0,34.41,60.827293,9949.632,56750.0,2.203974749,7027.612207,26,1285216.0
Philippines,2014,89.72037,42.0,32.33,57.07,0.0,20.18,26.122978,4002.7449,101819.9997,6.347987483,2959.645435,368,300000.0
Philippines,2019,95.64508,46.5,26.73,83.3,0.0,22.78,21.47436,5104.391,145419.9982,6.118525663,3485.340844,368,300000.0
Poland,2014,100.0,100.0,11.58,138.53,0.0,19.85,12.533148,28535.256,285730.011,3.378581715,14271.30585,124,312685.0
Poland,2019,100.0,100.0,12.18,137.58,0.0,25.46,15.615801,30777.799,295130.0049,4.744950156,15732.20313,124,312685.0
Portugal,2014,100.0,100.0,30.46,20.39,0.0,31.57,60.758278,28600.113,45930.00031,0.792190302,22074.30076,111,92212.0
Portugal,2019,100.0,100.0,28.19,24.32,0.0,27.41,52.986664,28468.56,44639.99939,2.682759921,23330.81729,111,92212.0
Qatar,2014,100.0,100.0,0.05,36.46,0.0,0.02,0.05482456,234538.38,81660.00366,5.334323292,83858.34046,248,11586.0
Qatar,2019,100.0,100.0,0.04,46.98,0.0,0.03,0.06381621,208021.3,91970.00122,0.68824096,62276.42869,248,11586.0
Romania,2014,100.0,85.8,24.31,26.39,11.68,27.12,59.51833,19029.295,71540.00092,3.608723653,10043.67745,84,238391.0
Romania,2019,100.0,87.7,23.54,23.27,11.28,24.63,60.679283,19839.047,73949.99695,4.188260341,12899.34611,84,238391.0
Rwanda,2014,19.8,0.5,87.95,0.26,0.0,0.21,44.68085,403.42975,860.0000143,6.167166701,743.559038,525,26338.0
Rwanda,2019,40.368607,1.9,77.86,0.55,0.0,0.47,46.078434,525.5729,1330.000043,9.460682482,820.1492886,525,26338.0
Samoa,2014,97.9,30.4,41.24,0.09,0.0,0.03,25.0,6062.045,209.9999934,0.052170614,3937.186246,70,2831.0
Samoa,2019,99.2,35.3,34.21,0.09,0.0,0.06,40.0,7697.959,300.0000119,4.379825545,4322.868457,70,2831.0
Sao Tome and Principe,2014,68.6,1.9,39.63,0.07,0.0,0.01,12.5,3116.3354,119.9999973,6.549934955,1770.467688,242,836.0
Sao Tome and Principe,2019,74.9672,3.0,37.09,0.08,0.0,0.01,11.111111,3418.4949,150.000006,2.210855833,1987.579702,242,836.0
Senegal,2014,61.0,28.4,42.53,3.15,0.0,0.49,13.461538,2286.8188,8569.999695,6.224074438,1396.657339,87,196722.0
Senegal,2019,70.4,24.7,37.2,4.45,0.0,0.72,13.926498,2753.3909,10619.99989,4.402406836,1430.148259,87,196722.0
Serbia,2014,99.6608,71.6,23.25,22.41,0.0,11.03,32.98445,22474.787,38959.99908,-1.58951032,6600.056809,100,77474.0
Serbia,2019,99.8,78.6,21.53,26.35,0.0,10.51,28.513292,26602.787,45950.00076,4.331734906,7417.203649,100,77474.0
Seychelles,2014,100.0,100.0,1.37,0.41,0.0,0.01,2.3809524,44650.082,469.9999988,4.504785244,14700.33434,214,455.0
Seychelles,2019,100.0,100.0,1.47,0.49,0.0,0.04,7.54717,45777.125,610.0000143,1.191005738,16213.48076,214,455.0
Sierra Leone,2014,18.66603,0.5,73.88,0.04,0.0,0.15,78.94737,743.0,1149.999976,4.556772366,714.6997957,111,71740.0
Sierra Leone,2019,22.7,0.7,75.44,0.02,0.0,0.19,90.4762,513.0044,899.9999762,5.254241203,521.7548367,111,71740.0
Singapore,2014,100.0,100.0,0.59,46.68,0.0,0.28,0.59625214,148692.52,44400.00153,3.938002729,57562.53079,8358,716.0
Singapore,2019,100.0,100.0,0.84,50.96,0.0,0.78,1.5075376,158657.89,47380.00107,1.345217486,65640.70795,8358,716.0
Slovenia,2014,100.0,100.0,22.91,4.18,6.37,6.6,75.62682,39987.75,13109.99966,2.768158831,24214.92207,103,20273.0
Slovenia,2019,100.0,100.0,20.86,5.03,5.82,5.04,68.34487,37905.92,13600.00038,3.250531336,25942.95477,103,20273.0
Solomon Islands,2014,50.30676,8.4,45.89,0.09,0.0,0.0,0.0,2543.9602,340.0000036,1.051262599,2274.887866,25,28896.0
Solomon Islands,2019,69.80942,9.2,48.39,0.1,0.0,0.0,0.0,2027.3756,360.0000143,1.204049986,2344.048976,25,28896.0
Somalia,2014,51.293636,1.8,94.64,0.33,0.0,0.0,0.0,256.69754,649.9999762,7.507100039,374.1147807,25,637657.0
Somalia,2019,49.2,2.9,95.03,0.33,0.0,0.02,5.714286,227.57283,689.9999976,8.081440022,419.3948077,25,637657.0
South Africa,2014,85.9,82.65,9.85,218.42,14.76,3.38,7.668245,26411.893,447929.9927,1.413826452,6988.808739,49,1219090.0
South Africa,2019,85.0,86.3,10.5,208.39,13.6,12.57,11.15706,25511.209,439640.0146,0.113053697,6624.761865,49,1219090.0
South Sudan,2014,4.0971837,0.0,29.85,0.46,0.0,0.0,0.0,582.4618,1529.999971,3.373648477,1322.820364,18,644329.0
Spain,2014,100.0,100.0,17.41,107.37,57.31,110.26,60.94784,33478.24,240960.0067,1.383907943,29461.55033,94,505370.0
Spain,2019,100.0,100.0,17.27,111.55,58.35,100.99,58.82092,33764.863,239979.9957,2.085191421,29555.3157,94,505370.0
Sri Lanka,2014,92.660515,24.8,57.31,7.1,0.0,4.87,40.685043,4007.7144,17600.00038,4.960700592,3819.25353,341,65610.0
Sri Lanka,2019,99.75857,30.6,49.91,10.18,0.0,5.71,35.934547,4973.5986,23780.00069,2.255176529,3852.265603,341,65610.0
Sudan,2014,44.9,43.3,64.91,2.23,0.0,9.04,80.21295,2378.8403,16120.00084,4.661379542,1303.838955,25,1861484.0
Sudan,2019,53.96254,53.6,62.23,5.98,0.0,10.33,63.33538,2459.3628,20620.00084,-2.178251045,610.9278615,25,1861484.0
Suriname,2014,94.33763,90.6,12.85,1.37,0.0,0.55,28.645834,20081.727,2619.999886,0.255503032,9471.922001,4,163820.0
Suriname,2019,97.82542,93.9,14.4,0.99,0.0,0.96,49.230766,21629.324,2650.000095,1.098467778,6853.693411,4,163820.0
Sweden,2014,100.0,100.0,48.61,2.93,64.88,85.74,98.09183,62421.89,39080.00183,2.657798275,60020.36046,25,450295.0
Sweden,2019,100.0,100.0,52.88,3.35,66.13,98.94,98.010925,63283.47,35000.0,1.986195874,51939.42974,25,450295.0
Switzerland,2014,100.0,100.0,22.2,3.37,26.37,36.2,94.88929,41980.58,39790.00092,2.446845157,89684.70758,219,41277.0
Switzerland,2019,100.0,100.0,24.76,3.58,25.28,37.64,94.61654,39156.45,37380.00107,1.210992207,85334.51946,219,41277.0
Tajikistan,2014,98.96462,76.5,45.89,0.15,0.0,15.84,99.06191,7586.009,4579.999924,6.70000069,1104.172358,68,144100.0
Tajikistan,2019,99.63321,81.6,38.56,1.42,0.0,19.17,93.10345,8041.5947,9420.000076,7.399999638,890.5444024,68,144100.0
Thailand,2014,99.461945,77.9,24.41,149.26,0.0,13.68,8.395728,19310.582,256799.9878,0.984468864,5951.883487,137,513120.0
Thailand,2019,99.9,82.7,23.96,162.59,0.0,28.02,14.700173,20792.385,267089.9963,2.266433672,7817.009671,137,513120.0
Togo,2014,45.7,6.0,81.44,0.08,0.0,0.12,60.0,1142.6974,1590.000033,5.920588573,640.9342196,152,56785.0
Togo,2019,52.36311,9.25,76.21,0.45,0.0,0.25,35.714287,1304.0579,2369.999886,5.459921448,893.3524541,152,56785.0
Tonga,2014,95.7897,69.5,1.7,0.05,0.0,0.0,0.0,5144.9155,109.9999994,2.01870046,4354.24436,147,747.0
Tonga,2019,98.4,82.1,1.77,0.06,0.0,0.01,14.285714,6863.2144,159.9999964,0.734030017,4903.012138,147,747.0
Trinidad and Tobago,2014,100.0,100.0,0.35,8.85,0.0,0.0,0.0,157936.94,22040.00092,-0.912544969,20270.93377,273,5128.0
Trinidad and Tobago,2019,100.0,100.0,0.43,8.63,0.0,0.01,0.11574074,123712.94,17190.00053,-1.246427336,16637.16294,273,5128.0
Tunisia,2014,99.8,99.7,12.86,17.27,0.0,0.59,3.303471,9507.342,29950.00076,2.706608566,4544.016632,76,163610.0
Tunisia,2019,100.0,99.8,12.2,19.73,0.0,0.82,3.9902678,10128.142,29909.99985,1.401976676,3574.654024,76,163610.0
Turkmenistan,2014,99.935104,99.9,0.05,19.18,0.0,0.0,0.0,49096.004,71400.00153,10.29999997,7962.244925,13,488100.0
Turkmenistan,2019,99.9,99.9,0.06,21.18,0.0,0.0,0.0,57961.055,72870.00275,6.3,7612.03518,13,488100.0
Uganda,2014,20.4,0.7,91.84,0.29,0.0,2.52,89.67972,728.95105,4110.000134,5.106307324,883.5287445,229,241038.0
Uganda,2019,41.3,0.5,90.22,0.09,0.0,4.24,97.92147,811.62756,5860.000134,6.438745034,798.5857341,229,241038.0
Ukraine,2014,100.0,94.8,3.5,83.42,88.39,10.17,54.159798,26764.613,237729.9957,-10.07889498,3104.643206,75,603550.0
Ukraine,2019,100.0,94.9,7.44,57.79,83.0,11.87,62.144634,21661.146,174729.9957,3.199503862,3661.456204,75,603550.0
United Arab Emirates,2014,100.0,100.0,0.14,109.26,0.0,0.31,0.28292415,127985.82,184759.9945,4.41008526,43751.80565,118,83600.0
United Arab Emirates,2019,100.0,100.0,0.67,125.85,0.0,3.8,2.930968,134878.39,188860.0006,3.411538686,42701.44305,118,83600.0
United Kingdom,2014,100.0,100.0,7.36,206.94,63.75,64.52,38.265564,34583.77,415600.0061,2.991164814,47787.2413,281,243610.0
United Kingdom,2019,100.0,100.0,12.24,144.99,56.18,120.48,54.923054,32893.76,348920.0134,1.671944197,43070.49836,281,243610.0
United States,2014,100.0,100.0,9.22,2752.01,797.17,546.83,32.81242,80725.086,5107209.961,2.525973446,55049.98833,36,9833517.0
United States,2019,100.0,100.0,10.42,2588.21,809.41,760.76,37.75918,79489.016,4817720.215,2.161176515,65279.52903,36,9833517.0
Uruguay,2014,99.65708,100.0,56.7,1.64,0.0,11.21,87.23735,19071.291,6500.0,3.238791217,16831.94819,20,176215.0
Uruguay,2019,99.9,100.0,60.76,1.89,0.0,14.16,88.224304,19985.01,6489.999771,0.350447153,17688.01501,20,176215.0
Uzbekistan,2014,100.0,85.5,1.4,46.7,0.0,6.01,11.402011,18518.158,104870.0027,6.873838441,2628.460008,79,447400.0
Uzbekistan,2019,100.0,84.6,1.57,53.64,0.0,6.47,10.7636,16212.221,116709.9991,5.709632222,1784.009816,79,447400.0
Vanuatu,2014,49.057446,10.0,31.74,0.05,0.0,0.02,28.571428,2701.0388,159.9999964,3.12624625,2926.67996,25,12189.0
Vanuatu,2019,64.59019,8.0,31.86,0.05,0.0,0.02,28.571428,3154.4717,209.9999934,3.912534737,3116.297759,25,12189.0
Zambia,2014,27.9,14.6,83.77,0.35,0.0,14.01,97.562675,3323.3853,4690.000057,4.697992363,1762.427817,25,752618.0
Zambia,2019,43.0,11.2,84.5,2.05,0.0,12.62,86.0259,2983.8816,6800.000191,1.441306026,1305.001031,25,752618.0
Zimbabwe,2014,32.3,29.5,80.27,3.92,0.0,5.79,59.62925,3940.8862,12079.99992,2.376929327,1434.896277,38,390757.0
Zimbabwe,2019,46.781475,30.1,81.5,3.66,0.0,4.58,55.582527,3003.6553,11760.00023,-6.144236314,1316.740657,38,390757.0
