Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Value_co2_emissions_kt_by_country,gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2)
Lithuania,0.0,1.0,1.0,0.29180258865621383,0.00038248643644252304,0.0,0.0007495396039849695,0.43641617,0.08631038217098068,0.0010096038385347195,0.3715989761424744,0.1323978947073838,0.004906653901388224,0.006537936386146373
Lithuania,1.0,1.0,1.0,0.3528359465431969,0.00013141841662384126,0.0,0.0012260680939356788,0.78662415,0.10530320124298731,0.0010908577928418455,0.39989380112296147,0.15693231625051726,0.004906653901388224,0.006537936386146373
Luxembourg,0.0,1.0,1.0,0.07208250026307482,0.0002961818046298512,0.0,0.00019855353747946214,0.2094241,0.3389188742540086,0.000896595445886396,0.3466565888916929,1.0,0.028721876495931067,0.0002568943585297791
Luxembourg,1.0,1.0,1.0,0.17310323055877092,5.29596604305032e-05,0.0,0.00039710707495892427,0.7476635,0.3246430022492423,0.0008816522020568232,0.36468867365158375,0.9164910467498385,0.028721876495931067,0.0002568943585297791
Madagascar,0.0,0.18912780666692475,0.009000000000000001,0.8431021782594971,0.0002118386417220128,0.0,0.0004417816208918032,0.45177666,0.0018728902516724104,0.00027645027247085656,0.3662005253982281,0.0024548407050297327,0.005505026328386788,0.058792251986023746
Madagascar,1.0,0.2809387392307477,0.009000000000000001,0.8709881090182047,0.0002157615795316797,0.0,0.00045170929776577635,0.45273631999999997,0.0020592803693747,0.00038011911531081005,0.3954578453661264,0.0023909931012601644,0.005505026328386788,0.058792251986023746
Malawi,0.0,0.08136170136642797,0.022000000000000002,0.8702514995264653,2.549909576283487e-05,0.0,0.001032478394893203,0.9411764499999999,0.0017461117484327993,7.471629228110276e-05,0.4306303019470903,0.0011603584518722803,0.02405457156534227,0.011864513214235173
Malawi,1.0,0.07406264564516234,0.012,0.7683889298116384,3.922937809666903e-05,0.0,0.000744575765547983,0.8823529000000001,0.001458090278466247,0.00013075351213752526,0.42375778336155473,0.002949506433940626,0.02405457156534227,0.011864513214235173
Maldives,0.0,1.0,0.973,0.012627591286962012,9.807344524167257e-05,0.0,4.9638384369865536e-06,0.019607843,0.08944728553602437,0.00012328187910869072,0.47510530623908026,0.0670886774806068,0.215414073719483,2.7742587646295828e-05
Maldives,1.0,1.0,0.99,0.011680521940439862,0.00011964960319484054,0.0,1.4891515310959658e-05,0.046875,0.07839716557719613,0.000192394437203915,0.46293499020052864,0.08381650257445025,0.215414073719483,2.7742587646295828e-05
Mali,0.0,0.3129851391027398,0.009000000000000001,0.8516258023781964,0.00016672485691084337,0.0,0.0007495396039849695,0.63983055,0.0030003441672134994,0.0003110065682362386,0.46842045370730034,0.005029488658436804,0.0017951172809956917,0.12420777134979907
Mali,1.0,0.45607725599190774,0.009000000000000001,0.8064821635273072,0.0004217158145391921,0.0,0.0005807690971274267,0.35240963000000003,0.004419123950422373,0.0005398251890091598,0.4048714792681181,0.00527902346785915,0.0017951172809956917,0.12420777134979907
Malta,0.0,1.0,1.0,0.04714300747132485,0.000425638752348859,0.0,3.971070749589243e-05,0.035555556,0.2549153290044788,0.00021574327786902113,0.4833995294575435,0.21515872438605133,0.1649114408808042,2.954535507457498e-05
Malta,1.0,1.0,1.0,0.08102704409133958,0.000364833216299022,0.0,0.00010424060717671761,0.10144928,0.34089192860226886,0.00015036653073119004,0.426251820530442,0.2429958509060682,0.1649114408808042,2.954535507457498e-05
Mauritania,0.0,0.36185398551220643,0.431,0.32537093549405455,0.00014907163676734233,0.0,0.00010920444561370417,0.22448978,0.011941333378076097,0.0002661767923847229,0.3917350378945643,0.011752312738568532,0.00035902345619913834,0.10322636278951819
Mauritania,1.0,0.43515769306974983,0.43,0.2599179206566347,0.0002667597710573494,0.0,0.00022833656810138147,0.25274725,0.016868922783618158,0.0003642419187885867,0.43226589977388463,0.012289226022056,0.00035902345619913834,0.10322636278951819
Mauritius,0.0,0.9935389801477602,0.9725,0.11143849310743975,0.0004668295993503615,0.0,0.00020848121435343523,0.15,0.07430701968866234,0.0003642419187885867,0.3772637686022946,0.08050975772225069,0.07467687888942078,0.00020221041320531147
Mauritius,1.0,1.0,0.9690000000000001,0.09407555508786698,0.0004903672262083629,0.0,0.0002928664677822066,0.19093851,0.09645734020374336,0.0003847889011889502,0.35728090838641974,0.08816051197833102,0.07467687888942078,0.00020221041320531147
Mexico,0.0,0.9913759571208755,0.846,0.10270440913395769,0.04382509974069381,0.011489850631941786,0.028522215658924734,0.23005617,0.07920425434627328,0.043166401752677025,0.35284323214377794,0.08679577475715976,0.007659167065581618,0.196737411600548
Mexico,1.0,0.9958291110164196,0.8490000000000001,0.108807744922656,0.04868365821796627,0.013441889771562004,0.029286646778220665,0.21969315,0.07556113838488669,0.04195506378689688,0.2702488682378216,0.07885922020885698,0.007659167065581618,0.196737411600548
